cpu_usage,memory_usage,latency,packet_loss,bandwidth,device_type,location,health_status
39,90,85,1.34,59,Firewall,Branch Office,Warning
46,87,59,3.09,88,Switch,Datacenter,Critical
89,33,71,4.24,12,Switch,Datacenter,Critical
42,82,12,1.71,96,Firewall,HQ,Warning
35,61,115,3.52,90,Router,Branch Office,Critical
7,51,35,2.01,44,Firewall,Branch Office,Warning
35,24,90,0.57,36,Switch,HQ,Warning
70,75,115,2.89,66,Router,Datacenter,Critical
17,80,57,2.23,45,Firewall,HQ,Warning
77,59,23,2.85,40,Switch,Datacenter,Warning
70,90,104,2.86,50,Switch,Branch Office,Critical
95,49,84,2.71,21,Router,Branch Office,Critical
16,66,8,1.66,30,Router,Datacenter,Warning
98,75,34,0.43,62,Firewall,Branch Office,Critical
59,32,98,1.23,62,Switch,HQ,Critical
73,48,117,2.81,19,Firewall,HQ,Critical
7,15,49,4.39,99,Switch,Datacenter,Critical
34,56,91,0.18,90,Router,Datacenter,Critical
27,15,42,1.26,19,Firewall,Datacenter,Warning
93,54,51,1.82,35,Firewall,Datacenter,Critical
93,72,114,4.63,89,Switch,Datacenter,Critical
20,41,25,3.12,59,Firewall,Datacenter,Critical
74,70,46,1.15,60,Firewall,HQ,Warning
68,50,25,3.04,87,Router,Branch Office,Critical
98,21,117,1.82,26,Router,HQ,Critical
59,69,117,1.22,32,Router,HQ,Critical
73,29,61,1.31,18,Router,Datacenter,Warning
15,73,82,2.11,46,Switch,HQ,Warning
88,79,77,3.09,50,Firewall,HQ,Critical
86,35,92,1.98,38,Switch,Datacenter,Critical
65,24,53,4.04,51,Router,Branch Office,Critical
33,13,90,2.59,41,Router,HQ,Warning
27,39,92,1.08,32,Firewall,Datacenter,Critical
95,58,52,1.12,92,Router,Branch Office,Critical
79,23,49,0.36,88,Router,Datacenter,Warning
48,26,66,2.38,90,Firewall,Datacenter,Warning
78,24,44,3.17,75,Switch,Branch Office,Critical
17,53,45,1.64,86,Firewall,Branch Office,Warning
74,81,81,2.49,76,Router,Branch Office,Warning
34,10,48,3.67,60,Switch,Datacenter,Critical
15,49,30,0.56,84,Firewall,Datacenter,Healthy
71,62,41,2.68,60,Switch,Datacenter,Warning
51,63,100,0.77,37,Firewall,Branch Office,Critical
16,90,61,3.38,11,Firewall,Datacenter,Critical
33,89,36,2.69,68,Firewall,HQ,Warning
79,45,77,4.18,44,Router,Datacenter,Critical
32,40,65,0.14,79,Switch,HQ,Warning
55,55,82,1.84,10,Firewall,Branch Office,Warning
90,50,25,3.26,51,Router,HQ,Critical
82,61,72,3.97,15,Router,Datacenter,Critical
52,81,48,3.89,37,Switch,HQ,Critical
29,47,88,0.31,75,Router,Datacenter,Warning
45,46,24,2.97,68,Router,Branch Office,Warning
19,11,36,4.94,36,Router,Datacenter,Critical
85,73,35,3.67,82,Router,Datacenter,Critical
31,78,55,4.13,94,Router,Branch Office,Critical
43,16,93,1.08,31,Firewall,HQ,Critical
82,70,119,4.59,38,Firewall,HQ,Critical
42,69,37,2.11,11,Router,Datacenter,Warning
63,91,5,2.79,80,Switch,HQ,Critical
75,12,120,1.55,56,Firewall,HQ,Critical
21,74,107,2.25,13,Firewall,HQ,Critical
7,52,40,3.55,67,Router,Branch Office,Critical
55,54,44,0.88,50,Switch,Datacenter,Healthy
62,43,89,0.17,52,Router,Datacenter,Warning
74,13,22,0.41,81,Router,Datacenter,Warning
81,41,99,2.47,36,Switch,Datacenter,Critical
57,29,1,0.34,87,Switch,Datacenter,Healthy
19,80,48,4.23,20,Router,Datacenter,Critical
51,15,97,3.26,25,Router,Branch Office,Critical
32,25,43,1.74,93,Switch,HQ,Warning
35,39,55,4.47,65,Router,HQ,Critical
31,40,94,0.82,97,Switch,HQ,Critical
46,46,88,2.04,91,Router,Datacenter,Warning
52,84,30,3.51,99,Firewall,Datacenter,Critical
52,31,87,3.31,48,Router,HQ,Critical
36,86,113,4.37,57,Router,Datacenter,Critical
14,80,101,3.57,39,Switch,Datacenter,Critical
76,21,109,1.38,10,Router,Branch Office,Critical
30,90,29,2.57,38,Router,Branch Office,Warning
78,95,89,4.5,53,Switch,Datacenter,Critical
84,30,52,0.43,28,Router,Datacenter,Warning
22,36,36,2.47,54,Router,HQ,Warning
30,36,113,1.89,25,Switch,HQ,Critical
15,80,108,0.38,85,Router,HQ,Critical
10,64,40,1.94,37,Router,Branch Office,Warning
21,85,117,3.55,39,Firewall,Datacenter,Critical
36,63,101,3.12,52,Switch,Datacenter,Critical
50,67,61,1.75,29,Switch,HQ,Warning
9,43,95,2.79,37,Firewall,HQ,Critical
77,20,72,2.89,17,Firewall,Datacenter,Warning
44,84,110,3.9,65,Switch,Branch Office,Critical
79,50,63,4.14,59,Firewall,Branch Office,Critical
8,44,90,2.98,23,Firewall,HQ,Warning
68,51,33,3.92,76,Router,Branch Office,Critical
59,13,109,1.35,70,Switch,HQ,Critical
68,76,96,4.88,27,Switch,HQ,Critical
97,18,30,0.17,100,Firewall,Datacenter,Critical
23,61,61,2.85,94,Switch,Datacenter,Warning
72,76,58,4.45,35,Switch,HQ,Critical
39,14,10,3.97,99,Router,HQ,Critical
22,26,76,0.19,82,Switch,Branch Office,Warning
23,81,61,3.17,33,Router,Branch Office,Critical
16,18,25,1.54,18,Switch,HQ,Warning
5,51,93,0.83,91,Firewall,Branch Office,Critical
69,10,79,4.62,63,Firewall,Datacenter,Critical
18,87,81,3.43,71,Router,Datacenter,Critical
44,17,43,1.73,55,Router,Datacenter,Warning
17,40,33,3.78,46,Switch,HQ,Critical
86,19,12,4.51,20,Router,Branch Office,Critical
58,82,65,3.69,48,Firewall,Branch Office,Critical
75,41,11,0.83,43,Switch,HQ,Warning
31,83,58,4.97,55,Firewall,HQ,Critical
98,43,54,4.96,13,Firewall,HQ,Critical
18,12,44,0.07,78,Switch,Datacenter,Healthy
73,86,29,4.4,84,Switch,HQ,Critical
46,71,94,1.94,11,Firewall,Datacenter,Critical
90,43,47,0.87,36,Router,Datacenter,Critical
96,78,115,4.65,78,Switch,Datacenter,Critical
85,55,37,0.01,27,Firewall,Branch Office,Warning
6,88,92,1.23,20,Firewall,Datacenter,Critical
30,72,99,3.16,61,Firewall,Branch Office,Critical
22,38,31,2.29,52,Switch,HQ,Warning
69,71,78,1.44,91,Router,HQ,Warning
7,90,59,0.96,12,Firewall,Datacenter,Warning
14,68,82,0.45,27,Firewall,HQ,Warning
86,33,68,0.16,79,Router,Branch Office,Critical
70,40,108,4.77,70,Firewall,HQ,Critical
91,78,92,0.19,62,Switch,Datacenter,Critical
94,37,114,4.89,53,Router,HQ,Critical
66,15,14,3.2,69,Switch,HQ,Critical
35,19,34,3.51,58,Router,Branch Office,Critical
49,37,54,4.19,93,Router,Datacenter,Critical
89,23,100,2.05,37,Router,HQ,Critical
13,42,64,2.75,96,Firewall,HQ,Warning
14,54,61,4.5,81,Router,Branch Office,Critical
18,48,108,4.39,15,Firewall,Branch Office,Critical
31,70,32,4.85,20,Router,HQ,Critical
46,85,74,3.55,78,Firewall,Branch Office,Critical
91,21,6,0.73,68,Router,HQ,Critical
76,61,48,2.3,28,Firewall,Datacenter,Warning
96,12,89,3.63,12,Router,Datacenter,Critical
15,24,109,4.57,83,Firewall,Branch Office,Critical
70,40,1,1.27,58,Firewall,Datacenter,Warning
27,43,120,2.25,16,Router,HQ,Critical
69,38,85,1.93,95,Firewall,Branch Office,Warning
31,68,116,1.02,84,Firewall,Datacenter,Critical
33,56,34,4.36,71,Router,Datacenter,Critical
60,62,108,4.86,88,Router,HQ,Critical
49,81,39,3.85,90,Router,Branch Office,Critical
71,86,90,0.68,21,Firewall,Branch Office,Warning
44,32,99,4.18,73,Router,Branch Office,Critical
62,52,100,3.04,15,Firewall,Datacenter,Critical
49,41,8,1.82,50,Router,Datacenter,Warning
98,11,28,2.24,88,Switch,Datacenter,Critical
13,24,25,3.63,69,Switch,Branch Office,Critical
87,64,21,4.67,47,Firewall,HQ,Critical
6,74,73,0.85,83,Router,Branch Office,Warning
23,44,119,1.42,74,Firewall,Branch Office,Critical
12,73,67,4.45,56,Switch,HQ,Critical
73,25,54,3.95,32,Firewall,HQ,Critical
69,66,102,2.66,35,Router,HQ,Critical
30,92,47,3.34,98,Router,Branch Office,Critical
86,88,22,4.96,31,Switch,Datacenter,Critical
12,73,56,4.9,100,Router,Branch Office,Critical
83,22,28,2.79,20,Switch,Datacenter,Warning
77,17,102,4.38,92,Router,Branch Office,Critical
66,86,117,4.59,21,Firewall,Branch Office,Critical
66,27,10,0.15,62,Switch,HQ,Warning
48,80,2,2.1,56,Firewall,Branch Office,Warning
57,95,7,1.26,39,Firewall,HQ,Critical
61,80,57,1.43,67,Router,Datacenter,Warning
70,60,93,3.23,10,Router,HQ,Critical
7,91,47,1.32,15,Firewall,Branch Office,Critical
74,76,79,1.72,36,Router,Datacenter,Warning
53,58,77,2.06,59,Switch,Datacenter,Warning
74,32,15,4.55,71,Firewall,HQ,Critical
30,30,98,1.91,97,Firewall,Branch Office,Critical
58,87,96,0.56,15,Router,HQ,Critical
78,72,24,2.0,27,Firewall,Datacenter,Warning
13,60,43,3.84,74,Router,Branch Office,Critical
94,40,30,1.17,80,Router,Branch Office,Critical
39,69,15,4.64,15,Firewall,HQ,Critical
67,75,112,0.14,51,Firewall,HQ,Critical
25,76,64,2.97,41,Router,HQ,Warning
78,36,109,3.69,89,Firewall,Datacenter,Critical
28,20,89,3.62,66,Firewall,HQ,Critical
75,65,16,2.2,56,Switch,Datacenter,Warning
23,72,26,1.86,81,Switch,Branch Office,Warning
34,61,106,2.8,12,Switch,Datacenter,Critical
93,68,73,1.06,86,Firewall,Datacenter,Critical
60,32,26,3.53,90,Router,HQ,Critical
70,33,86,0.65,77,Firewall,HQ,Warning
14,38,55,0.55,42,Firewall,Datacenter,Healthy
62,18,58,1.32,99,Router,Datacenter,Warning
79,27,69,0.6,26,Firewall,Branch Office,Warning
83,84,93,2.05,58,Switch,Branch Office,Critical
74,41,3,2.27,86,Firewall,Branch Office,Warning
29,39,44,2.42,23,Switch,HQ,Warning
51,14,29,2.34,97,Firewall,Datacenter,Warning
5,54,34,4.83,28,Firewall,Branch Office,Critical
96,83,57,4.88,92,Router,HQ,Critical
57,24,95,4.37,18,Switch,Branch Office,Critical
90,31,16,2.74,75,Router,Datacenter,Critical
11,44,62,3.59,10,Router,Datacenter,Critical
68,32,100,1.61,93,Router,HQ,Critical
94,94,46,0.67,63,Switch,Datacenter,Critical
76,88,89,3.63,88,Firewall,HQ,Critical
67,18,33,2.91,85,Switch,HQ,Warning
39,92,80,2.39,73,Switch,HQ,Critical
6,46,117,0.58,90,Firewall,Branch Office,Critical
77,29,108,1.02,18,Router,Datacenter,Critical
63,32,6,1.77,95,Firewall,Branch Office,Warning
46,34,44,1.49,98,Firewall,HQ,Warning
16,30,74,2.1,62,Firewall,Branch Office,Warning
55,16,23,2.64,37,Switch,HQ,Warning
91,33,59,2.87,60,Firewall,Branch Office,Critical
76,61,11,1.31,43,Switch,HQ,Warning
9,61,10,0.73,11,Firewall,Datacenter,Healthy
16,77,59,4.74,25,Router,Datacenter,Critical
66,47,54,1.42,73,Router,Branch Office,Warning
10,64,26,4.31,61,Router,Branch Office,Critical
49,66,109,4.83,24,Firewall,HQ,Critical
25,50,102,4.14,89,Router,Branch Office,Critical
69,61,55,1.67,25,Switch,HQ,Warning
98,23,30,3.97,63,Router,Datacenter,Critical
35,59,97,1.18,99,Firewall,Branch Office,Critical
29,75,65,4.34,51,Switch,HQ,Critical
41,57,75,4.13,31,Firewall,Datacenter,Critical
92,77,87,4.13,30,Firewall,HQ,Critical
17,94,53,3.67,15,Firewall,Branch Office,Critical
96,95,116,0.46,92,Firewall,HQ,Critical
79,15,21,1.66,67,Switch,HQ,Warning
87,70,114,0.54,50,Router,Datacenter,Critical
87,69,29,1.51,14,Switch,HQ,Critical
14,82,30,2.82,61,Switch,HQ,Warning
74,70,10,4.66,60,Switch,Datacenter,Critical
7,61,27,3.51,98,Router,Branch Office,Critical
13,65,18,2.53,90,Switch,Datacenter,Warning
34,51,35,4.52,82,Switch,Datacenter,Critical
7,19,10,4.97,25,Router,Branch Office,Critical
32,58,110,1.91,41,Firewall,Branch Office,Critical
74,67,109,0.86,53,Router,HQ,Critical
65,84,88,2.06,79,Firewall,Branch Office,Warning
76,90,49,0.33,59,Firewall,HQ,Warning
70,44,90,2.24,11,Firewall,HQ,Warning
18,19,57,1.99,69,Router,HQ,Warning
43,86,5,2.98,45,Firewall,Branch Office,Warning
51,24,48,1.32,21,Router,HQ,Warning
11,12,1,0.87,42,Router,Branch Office,Healthy
91,79,67,0.26,40,Router,HQ,Critical
36,62,2,4.25,50,Router,HQ,Critical
86,41,48,2.01,88,Firewall,HQ,Critical
60,87,34,3.37,50,Firewall,Datacenter,Critical
71,60,21,0.72,55,Router,Datacenter,Warning
61,86,120,3.98,35,Firewall,Branch Office,Critical
26,23,7,3.77,39,Router,Branch Office,Critical
38,63,26,2.87,23,Firewall,Branch Office,Warning
81,58,107,2.79,28,Firewall,Branch Office,Critical
55,45,54,2.63,40,Router,Branch Office,Warning
68,94,24,1.49,58,Firewall,Datacenter,Critical
5,50,23,1.32,56,Router,Branch Office,Warning
7,84,71,4.98,43,Switch,Branch Office,Critical
63,53,55,0.01,21,Router,Branch Office,Healthy
31,63,35,4.12,16,Router,Branch Office,Critical
19,91,64,2.31,27,Router,Datacenter,Critical
69,58,113,1.9,35,Switch,HQ,Critical
16,43,97,1.22,97,Router,Datacenter,Critical
70,14,113,2.82,56,Switch,HQ,Critical
75,30,1,2.63,35,Router,HQ,Warning
47,24,81,2.99,52,Switch,Branch Office,Warning
85,44,10,0.42,95,Router,Datacenter,Warning
97,49,19,3.14,57,Switch,Datacenter,Critical
59,18,100,3.37,87,Router,Datacenter,Critical
23,62,86,4.3,53,Router,HQ,Critical
59,71,119,2.61,26,Router,Branch Office,Critical
92,37,20,3.37,82,Switch,Branch Office,Critical
25,22,39,0.26,94,Switch,Branch Office,Healthy
49,69,83,4.17,54,Firewall,Datacenter,Critical
80,62,91,0.46,54,Firewall,HQ,Critical
28,18,81,1.14,62,Router,HQ,Warning
44,57,56,2.71,100,Firewall,Datacenter,Warning
23,89,100,1.39,39,Firewall,HQ,Critical
86,51,89,1.92,91,Firewall,Datacenter,Critical
21,27,71,0.86,21,Router,Branch Office,Warning
50,25,80,1.11,99,Switch,Datacenter,Warning
60,58,103,0.3,38,Router,Branch Office,Critical
63,84,65,4.24,35,Switch,Datacenter,Critical
28,56,36,4.33,60,Router,Branch Office,Critical
91,49,7,4.09,18,Router,HQ,Critical
77,83,42,1.36,54,Firewall,Datacenter,Warning
65,67,83,4.02,71,Switch,Datacenter,Critical
16,28,120,0.03,47,Router,Branch Office,Critical
90,17,14,1.07,92,Firewall,Datacenter,Critical
74,94,96,3.96,39,Router,Branch Office,Critical
20,49,32,2.63,77,Switch,Datacenter,Warning
47,90,35,1.86,61,Router,Datacenter,Warning
10,20,22,4.92,59,Firewall,Branch Office,Critical
12,38,45,0.62,56,Router,HQ,Healthy
10,65,111,2.5,15,Router,Datacenter,Critical
44,33,36,4.76,41,Firewall,Datacenter,Critical
59,28,39,4.59,42,Firewall,Datacenter,Critical
11,37,43,4.8,72,Firewall,HQ,Critical
13,47,36,4.27,100,Router,Branch Office,Critical
31,58,95,2.38,46,Switch,HQ,Critical
82,30,52,4.8,65,Router,Datacenter,Critical
24,77,9,4.29,48,Firewall,HQ,Critical
5,94,78,2.84,17,Router,Datacenter,Critical
57,79,70,1.65,62,Switch,Datacenter,Warning
21,74,34,2.69,28,Firewall,HQ,Warning
96,65,89,0.24,89,Switch,HQ,Critical
62,32,117,4.6,71,Router,Branch Office,Critical
61,93,84,0.07,44,Firewall,Datacenter,Critical
95,60,22,4.19,32,Router,Branch Office,Critical
61,38,113,1.06,35,Router,Branch Office,Critical
67,55,93,3.53,65,Switch,Branch Office,Critical
28,77,69,2.61,83,Firewall,Branch Office,Warning
38,43,34,4.37,35,Router,Branch Office,Critical
28,58,31,0.05,72,Firewall,Branch Office,Healthy
81,28,103,3.68,10,Switch,Datacenter,Critical
90,12,80,3.33,20,Firewall,HQ,Critical
39,77,21,3.62,62,Switch,Branch Office,Critical
88,11,91,2.53,29,Switch,Branch Office,Critical
91,57,106,0.65,100,Firewall,Branch Office,Critical
12,33,109,2.03,90,Switch,HQ,Critical
17,61,39,4.82,93,Firewall,HQ,Critical
38,38,83,0.38,29,Firewall,HQ,Warning
81,37,111,0.75,46,Firewall,HQ,Critical
10,33,13,0.19,76,Switch,Datacenter,Healthy
23,14,12,2.66,100,Router,Branch Office,Warning
81,17,111,2.89,20,Router,HQ,Critical
64,85,98,3.14,47,Switch,Datacenter,Critical
80,28,54,3.9,10,Switch,Datacenter,Critical
17,87,73,2.66,32,Firewall,Branch Office,Warning
25,11,14,3.73,25,Switch,HQ,Critical
79,13,76,4.55,33,Router,Datacenter,Critical
92,53,88,0.38,52,Router,HQ,Critical
46,52,96,2.33,44,Switch,Branch Office,Critical
40,73,6,0.94,68,Router,Datacenter,Warning
90,27,101,0.57,91,Router,Branch Office,Critical
7,85,40,1.96,76,Switch,Datacenter,Warning
10,88,40,0.48,64,Switch,Branch Office,Warning
69,55,81,0.22,81,Router,HQ,Warning
62,60,48,4.96,67,Firewall,Datacenter,Critical
32,32,59,1.27,16,Router,Datacenter,Warning
19,90,117,0.21,78,Router,HQ,Critical
55,36,67,4.38,57,Router,Branch Office,Critical
38,52,77,0.43,31,Switch,Branch Office,Warning
86,75,9,1.76,30,Router,Datacenter,Critical
68,13,5,2.46,87,Router,Datacenter,Warning
50,16,35,3.33,82,Switch,HQ,Critical
39,63,4,1.81,93,Firewall,Datacenter,Warning
87,34,58,0.54,41,Router,Branch Office,Critical
72,55,101,4.05,39,Router,HQ,Critical
10,84,111,2.19,45,Switch,Branch Office,Critical
92,59,1,3.85,69,Router,Branch Office,Critical
78,13,96,0.37,27,Firewall,Datacenter,Critical
49,48,51,4.26,74,Router,Branch Office,Critical
22,80,120,3.27,13,Firewall,Datacenter,Critical
21,18,40,1.69,69,Router,HQ,Warning
26,59,112,0.29,71,Switch,HQ,Critical
71,33,14,4.48,15,Switch,HQ,Critical
67,13,17,4.37,70,Switch,Branch Office,Critical
42,46,92,2.47,68,Firewall,HQ,Critical
48,19,7,0.64,68,Router,Datacenter,Healthy
89,47,95,2.09,45,Firewall,Branch Office,Critical
10,43,77,1.62,84,Switch,HQ,Warning
25,22,10,0.33,79,Switch,Branch Office,Healthy
42,87,82,3.97,57,Firewall,Branch Office,Critical
30,14,65,4.0,48,Switch,HQ,Critical
6,58,24,2.16,47,Firewall,Datacenter,Warning
75,64,14,3.48,97,Router,HQ,Critical
40,89,28,1.55,42,Switch,Datacenter,Warning
49,34,55,0.14,99,Firewall,Datacenter,Healthy
32,43,80,4.87,76,Router,Datacenter,Critical
21,47,119,0.94,57,Firewall,Branch Office,Critical
46,51,50,1.15,91,Switch,HQ,Warning
68,84,96,4.77,72,Router,Branch Office,Critical
49,87,4,3.95,45,Router,HQ,Critical
87,13,73,1.15,24,Router,Branch Office,Critical
48,72,37,4.19,57,Firewall,Datacenter,Critical
47,16,62,3.14,19,Switch,Branch Office,Critical
38,34,102,3.14,83,Firewall,Branch Office,Critical
57,53,11,2.83,43,Switch,HQ,Warning
47,26,106,1.48,19,Switch,Datacenter,Critical
53,15,86,1.45,56,Firewall,HQ,Warning
92,39,63,4.45,29,Router,HQ,Critical
20,91,21,5.0,78,Router,Branch Office,Critical
80,16,17,3.32,10,Router,HQ,Critical
59,72,88,1.5,37,Firewall,Branch Office,Warning
81,59,21,2.32,56,Firewall,HQ,Warning
82,13,8,0.11,76,Router,HQ,Warning
71,33,29,3.82,70,Firewall,HQ,Critical
28,12,40,2.38,36,Switch,HQ,Warning
90,45,39,4.78,61,Router,Branch Office,Critical
75,35,102,1.87,93,Router,HQ,Critical
77,14,81,3.37,37,Router,Datacenter,Critical
28,55,71,4.82,97,Switch,Branch Office,Critical
45,21,32,1.74,57,Router,HQ,Warning
16,57,119,0.81,10,Switch,Branch Office,Critical
40,57,86,2.82,57,Router,Datacenter,Warning
75,10,95,4.23,20,Router,Datacenter,Critical
